[Normal Axes]|en|fi|pt|ru|zh|ja|ko|de|fr
lore_w_melee_stofflix_cooking_cleaver|Sian-San once tried to lift this epic cooking cleaver but by not being worthy of wielding it burned his hands.. ||||||시안-산은 한때 이 전설적인 요리 칼을 들어보려고 했지만, 자격이 없어서 손을 데었다.||
|||||||||
[weapon_throwing]|||||||||
normal_throwing_throwing_axe|Throwing Axe||Machado de Arremesso|Метательный Топор|||||Hache de jet
normal_throwing_battle_darts|Battle Darts||Dardos de Batalha|Боевые Дротики|||배틀 다트||Lot de fléchettes
normal_throwing_throwing_disc|Throwing Disc||Disco de Arremesso|Метательный Диск|||투척 디스크||Disque-lame
normal_throwing_harpoon|Harpoon|Harppuuna|Arpão|Гарпун|鱼叉|ハープーン|작살|Harpune|Harpon
normal_throwing_javelin|Javelin|Keihäs|Dardo|Дротик|标枪|ジャベリン|투창|Speer|Javelot
normal_throwing_pilum|Pilum||Pilo|Pilum|||필룸||Pilum
normal_throwing_simbilan|Simbilan||Lança|Симбилан|||||Simbilan
normal_throwing_short_spear|Short Spear||Lança Curta|Короткое Копье|||단창||Lance courte
normal_throwing_throwing_spear|Throwing Spear||Lança de Arremesso|Метательное Копье|||투척 창||Lance de jet
|||||||||
[weapon_throwing_unique]|||||||||
w_throwing_mimirs_corrupted_axe|Mimir's Corrupted Axe|Mimir's Corrupted Axe|Machado Corrompido de Mimir|Испорченный Топор Мимира|Mimir's Corrupted Axe|Mimir's Corrupted Axe|미미르의 타락한 도끼|Mimir's Corrupted Axe|Hache corrompue de Mimir
w_throwing_scarred_battle_darts|Scarred Battle Darts|Arpiset Taistelutikat|Dardos de Batalha Marcados|Покрытые Шрамами Боевые Дротики|伤痕累累战斗飞镖|傷のあるバトルダーツ|상처난 전투 다트|Vernarbte Kampfdarts|Fléchettes de combat balafrées
w_throwing_wakaykas_tomahawk|Wakayka's Tomahawk|Wakaykan tomahawk|Machadinha de Wakayka|Томагавк Вакайки|瓦卡卡的战斧|ワカイカのトマホーク|와카카의 토마호크|Wakaykas Tomahawk|Tomahawk de Wakayka
w_throwing_imperial_glaive|Imperial Glaive|Keisarillinen Pertuska|Gládio Imperial|Императорская Глефа|帝国宽刃剑|帝国のグレイブ|제국의 검|Kaiserliche Gleve|Glaive impérial
w_throwing_ukkos_revenge|Ukko's Revenge|Ukko Ylijumalan Kosto|Vingança de Ukko|Месть Укко|||우코의 복수||Vengeance d'Ukko
w_throwing_wargods_wrath|Wargod's Wrath|Sotajumalan Raivo|Fúria do Deus da Guerra|Гнев Бога войны|战争之神之怒|戦神の天罰|전쟁의 신의 분노|Zorn des Kriegsgottes|Colère du dieu de la guerre
w_throwing_st_neris_rainbow_lance|St. Neri's Rainbow Lance|Pyhän Nerin Sateenkaaripeitsi|Lança Arco-Íris de St. Neri|Радужное копье Святого Нери|圣奈瑞的彩虹长矛|聖ネリの虹の槍|성. 네리 레인보우 랜스|St. Neris Regenbogenlanze|Lance arc-en-ciel de St. Neri
w_throwing_serpents_tooth|Serpent's Tooth|Käärmeenhammas|Dente da Serpente|Змеиный зуб|蛇的牙齿|サーペントトゥース|뱀의 이빨|Schlangenzahn|Dent de serpent
w_throwing_crystal_infused_javelin|Crystal Infused Javelin|Kristalliin infusoitu peitsi|Dardo Infundido de Cristal|Дротик , Настоянный на Кристаллах|水晶标枪|クリスタル注入ジャベリン|수정이 주입 된 자벨린|Kristallgetränkter Speer|Javelot infusé de cristal
w_throwing_valkyries_thunder_javelin|Valkyrie's Thunder Javelin||Dardo de Trovão da Valquíria|Громовое копье Валькирии|||발키리의 천둥 창||Foudroyant
w_throwing_deep_sea_glaive|Deep Sea Glaive|Deep Sea Glaive|Gládio das Profundezas|Глубоководная Глефа|深海飞刀|Deep Sea Glaive|심해 글레이브|Tiefseeglaeser|Glaive des profondeurs
w_throwing_sawyers_javelin_of_devastation|Sowyer's Javelin of Devastation||Dardo Devastador de Sowyer|Копье Опустошения Сойера|||소이어의 파괴의 창||Javelot de dévastation de Sowyer
w_throwing_sidewinder|Sidewinder||Desviador||||사이드와인더||
|||||||||
lore_w_throwing_scarred_battle_darts|Said to contain vampiric powers within to leech the life force of the victim.||Dizem conter poderes vampíricos em seu interior para sugar a força vital de suas vítimas.|Говорят, что он содержит в себе вампирские силы, высасывающие жизненную силу жертвы.|||희생자의 생명력을 빨아들이는 뱀파이어의 힘이 담겨 있다고 한다.||On dit qu'il contient des pouvoirs vampiriques qui lui permettent d'extraire la force vitale de la victime.
lore_w_throwing_ukkos_revenge|As Ukko was betrayed by his own, the havoc is laid on those deserving a brutal death.||Como Ukko foi traído por seus próprios companheiros, o caos é lançado sobre aqueles que merecem uma morte brutal.|Поскольку Укко был предан своими же, опустошение обрушивается на тех, кто заслуживает жестокой смерти.|||우코가 자신의 동료들에게 배신당했을 때, 혼란은 잔인한 죽음을 당할 자들에게 쏟아졌다.||Comme Ukko a été trahi par les siens, les conséquences s'abattent sur ceux qui méritent une mort brutale.
lore_w_throwing_st_neris_rainbow_lance|As a rainbow descends from the heavens, Saint Neri, the Angel Warrior, rides upon it with their lance ready for combat against evil.||Como um arco-íris que desce dos céus, St. Neri, o Anjo Guerreiro, cavalga sobre ele com sua lança pronta para o combate contra o mal.|Когда радуга спускается с небес, Святой Нери, Ангел-Воин, скачет по ней с копьем, готовым сразиться со злом.|||천국에서 무지개가 내려오면, 천사 전사인 성 네리가 악과 싸우기 위해 창을 들고 그 위를 타고 내려옵니다.||Alors qu'un arc-en-ciel descend du ciel, St. Neri, l'ange guerrier, le chevauche avec sa lance, prêt à combattre le mal.
lore_w_throwing_sidewinder|[9 / 5 / -3 / 1]||[9 / 5 / -3 / 1]||||||
|||||||||
[weapon_spell]|||||||||
normal_spell_gnarled_staff|Gnarled Staff|Tyvitautinen henkilökunta|Cajado Rugoso|Сучковатый Посох|虬枝杖|グナールスタッフ|옹이진 지팡이|Knorriger Stab|Bâton noueux
normal_spell_cane|Cane||Bastão Mágico|Трость|||지팡이||Canne
normal_spell_arcane_fork|Arcane Fork||Tridente Arcano|Тайная Вилка|||비전 포크||Fourche arcanique
normal_spell_spellblade|Spellblade|Loitsumiekka|Lâmina Mágica|Магический Клинок|咒语片|スペルブレード|스펠블레이드|Fluchklinge|Magi'lame
normal_spell_wand|Wand||Varinha |Волшебная палочка|||마법 지팡이||Baguette
normal_spell_magic_tome|Magic Tome||Tomo Mágico|Волшебный Том|||마법서||Tome magique
normal_spell_yew_wand|Yew Wand||Varinha de Teixo|Тисовая Палочка|||티스 지팡이||Baguette en if
|||||||||
[weapon_spell_unique]|||||||||
w_spell_spellshard|Spellshard|Loitsusirpale|Fragmento de Feitiço|Осколок Заклинания|符咒碎片|スペルシャード|마법서|Zauberscherbe|Éclat de sortilège
w_spell_the_iris|The Iris|Iiris|A Íris|Радужная оболочка|彩虹女神|虹彩|아이리스|Die Iris|L'Iris
w_spell_staff_of_nether_flame|Staff of Nether Flame|Manalanliekin Sauva|Cajado da Chama Inferior|Посох Пламени Преисподней|阴间火焰杖|ネザーフレームの杖|황천의 지팡이|Stab der Netherflamme|Bâton de la flamme du néant
w_spell_archangel_staff|Archangel Staff|Arkkienkelisauva|Cajado do Arcanjo|Посох Архангела|大天使杖|大天使の杖|아치 천사의 스태프|Stab des Erzengels|Bâton de l'archange
w_spell_the_oculus|Oculus of Ages||Oculus das Eras|Око веков|||시대의 눈||Oculus des âges
w_spell_gods_benevolence|God's Benevolence|Jumalan hyväntahtoisuus|Benevolência de Deus|Божья Благосклонность|上帝的仁慈|神の慈悲|하나님의 은혜|Gottes Güte|Bienveillance de Dieu
w_spell_satans_unholy_bible|Satan's Unholy Bible|Saatanan Epäpyhä Raamattu|Bíblia Profana de Satã|Нечестивая Библия сатаны|撒旦邪恶的圣经|サタンの悪書|사탄의 불신성한 성경|Satans unheilige Bibel|Bible impie de Satan
w_spell_book_of_revelations|Book of Revelations|Ilmestyskirja|Livro das Revelações|Книга Откровений|启示录|黙示録|계시록|Buch der Enthüllungen|Livre des Révélations
w_spell_damiens_head|Damien's Head|Damienin pää|Cabeça de Damien|Голова Дэмиена|达米恩的头颅|デイミアンの頭|데미안의 머리|Damiens Kopf|Tête de Damien
w_spell_clafaxier|Clafaxier|Clafaxier|Clafaxier|Клафаксье|克拉法西耶|クラファクシア|클라팩시어|Clafaxier|Clafaxier
w_spell_raise_of_dead|Raise of the Dead|Kuolleiden herättäjä|Ressuscitar dos Mortos|Воскрешение мертвых|死神复活|死者の復活|죽은자의 소생|Auferstehung der Toten|Résurrection
w_spell_dragons_breath|Dragon's Breath|Lohikäärmeen henkäys|Bafo do Dragão|Дыхание дракона|龙的呼吸|竜の吐息|용의 숨결|Drachenatem|Souffle du dragon
w_spell_apocalypto|Apocalypto|Maailmanlopettaja|Apocalypto|Апокалиптично|天启|アポカリプト|아포칼립토|Apocalypto|Apocalypse
w_spell_steves_wand_of_fortune|Steve's Wand of Fortune|Teemun onnen taikasauva|Varinha da Sorte de Steve|Жезл удачи Стива|史蒂夫的财富魔杖|スティーブの運の杖|스티브의 행운의 완드|Steves Glücksstab|Porte-bonheur de Steve
w_spell_st_houdeaniis_tiny_fire_rod|St. HouDeanii's Tiny Fire Rod|Pyhän HouDeaniin pieni tulitikku|Varinha Pequena de Fogo de St. HouDeanii|Крошечный Огненный стержень Святой Гудинии|圣窦迪恩利的小火棒|聖フーディーニの小さな火の杖|성 후디니의 작은 파이어 로드|St. HouDeaniis winziger Feuerstab|Tisonnier de St. HouDeanii
w_spell_wormclaw|Wormclaw|Madonkynsi|Garra Verminosa|Червячный Коготь|蠕虫爪|ワームクロー|웜클로|Wurmklaue|Griffe de ver
w_spell_beacon_of_shadows|Beacon of Shadows|Varjojen Johdatin|Bastião das Sombras|Маяк Теней|阴影的灯塔|影のビーコン|그림자의 비컨|Leuchtfeuer Des Schattens|Balise des ombres
w_spell_crystal_infused_wand|Crystal Infused Wand|Kristalliin infusoitu sauva|Varinha Infundida de Cristal|Палочка , Наполненная Кристаллами|水晶魔杖|クリスタル注入ワンド|수정이 주입 된 마법봉|Kristall infundierter Zauberstab|Baguette de cristal
w_spell_zealots_book_of_prophecy|Zealot's Book of Prophecy|Kiihkoilijan Ennustusten Kirja|Livro de Profecias do Zelote|Книга пророчеств зелота|狂热者的预言书|ジーロットの予言の本|질롯의 프로 페시 책|Zealots Buch der Propechie|Livre prophétique de zélote
w_spell_uabels_wand|Uabel's Wand|Uabelin Sauva|Varinha de Uabel|Волшебная палочка Уабель|乌伯尔的魔杖|ウアベルの杖|우아벨의 지팡이|Uabels Zauberstab|Baguette d'Uabel
w_spell_battle_mages_wand|Battle Mage's Wand|Taistelumaagin Sauva|Varinha do Mago de Batalha|Палочка Боевого мага|战斗法师的魔杖|バトルメイジのワンド|전투 마법사의 지팡이|Zauberstab des Kampfmagiers|Baguette du mage de bataille
w_spell_spell_eater|Spell Eater|Loitsunsyöjä|Devoradora de Feitiços|Пожиратель Заклинаний|噬魂者|スペルイーター|스펠 이터|Zauberfresser|Mange-sorts
w_spell_blood_of_abaddon|Blood of Abaddon|Abaddonin Veri|Sangue de Abaddon|Кровь Абаддона|亚巴顿之血|アバドンの血|아바돈의 피|Blut von Abaddon|Sang d'Abaddon
w_spell_ancient_sun_beacon|Ancient Sun Beacon|Muinainen Aurinkomajakka|Bastião do Sol Antigo|Древний Солнечный Маяк|远古太阳烽火台|古代の太陽の灯台|고대의 태양 봉화|Uraltes Sonnenfeuer|Balise solaire ancienne
w_spell_the_eye_of_tarethiel|The Eye of Tarethiel|Tarethielin Silmä|O Olho de Tarethiel|Око Таретиэля|泰瑞希尔之眼|タレティエルの目|타레시엘의 눈|Das Auge von Tarethiel|L'oeil de Tarethiel
w_spell_sands_of_time|Sands of Time|Ajan Hiekka|Areias do Tempo|Пески времени|时之砂|時間の砂|시간의 모래|Sand der Zeit|Sables du temps
w_spell_crystal_cane_of_ice|Crystal Cane of Ice|Kristallisoitu Jääkeppi|Bastão Gelado de Cristal|Хрустальный тростник из льда|水晶冰杖|氷の結晶杖|얼음의 수정 지팡이|Kristallstock aus Eis|Canne de cristal de glace
w_spell_cane_of_tundra|Cane of the Tundra|Tundran Keppi|Bastão da Tundra|Тростник тундры|苔原手杖|ツンドラの杖|툰드라의 지팡이|Gehstock der Tundra|Canne de la toundra
w_spell_book_of_cold_death|Book of Cold Death|Kylmän Kuoleman Kirja|Livro da Morte Gélida|Книга Холодной Смерти|冷死之书|冷酷な死の書|차가운 죽음의 책|Buch des kalten Todes|Livre de la mort froide
w_spell_thorn_of_helheim|Thorn of Helheim|Helheimin Piikki|Espinho de Helheim|Колючка из Хельхейма|地狱之刺|ヘルヘイムのとげ|헬하임의 가시|Dorn von Helheim|Épine de Helheim
w_spell_flame_of_phoenix|Flame of the Phoenix|Feeniksin Liekki|Chama da Fênix|Пламя Феникса|凤凰之炎|不死鳥の炎|불사조의 불꽃|Flamme des Phönix|Flamme du Phénix
w_spell_hypothermia|Hypothermia|Hypotermia|Hipotermia|Гипотермия|低温|低体温症|저체온증|Unterkühlung|Hypothermie
w_spell_nimosLightbringer|St. Nimo's Lightbringer||Portadora da Luz de St. Nimo|Несущий Свет Святого Нимо|||성 니모의 빛의 전도자||Porteur de lumière de St. Nimo
