Unnamed: 0|en|[fi]|pt|ru|zh|ja|ko|de|fr
subDescPyromancerBlazingTrail13|Now drops comets that explode into flames.||||||이제 불꽃으로 폭발하는 혜성을 떨어뜨립니다.||
subDescPyromancerBlazingTrail14|Instead of flames now leaves behind fiery mines exploding into flaming fissures.||||||이제 불꽃 대신 불타는 지뢰를 남겨 불타는 균열로 폭발합니다.||
|||||||||
subPyromancerPhoenixFlight01|Flaming Pecker||||||불타는 부리||
subPyromancerPhoenixFlight02|Swift Flight||||||신속한 비행||
subPyromancerPhoenixFlight03|Scorching Fury||||||맹렬한 분노||
subPyromancerPhoenixFlight04|Infused Flames||||||주입된 불꽃||
subPyromancerPhoenixFlight05|Searing Touch||||||이글거리는 손길||
subPyromancerPhoenixFlight06|Burning Screech||||||불타는 비명||
subPyromancerPhoenixFlight07|Collateral Burning||||||부수적인 불타기||
subPyromancerPhoenixFlight08|Afterburn||||||애프터번||
subPyromancerPhoenixFlight09|Molten Feathers||||||용암 깃털||
subPyromancerPhoenixFlight10|Mental Heat||||||정신적 열기||
subPyromancerPhoenixFlight11|Rise from the Ashes||||||재에서 부활||
subPyromancerPhoenixFlight12|Seed of Fulmination||||||폭발의 씨앗||
subPyromancerPhoenixFlight13|Wings of the Phoenix||||||불사조의 날개||
subPyromancerPhoenixFlight14|Burning Wings||||||불타는 날개||
subDescPyromancerPhoenixFlight01|Increases the damage dealt by phoenix flight.||||||피닉스 비행의 피해량이 증가합니다.||
subDescPyromancerPhoenixFlight02|Increases flight speed of phoenix flight.||||||불사조 비행 속도 증가||
subDescPyromancerPhoenixFlight03|Unleash fireballs in a circle around you when landing.||||||착지할 때 주위에 불덩이를 발사하세요.||
subDescPyromancerPhoenixFlight04|Gain increased fire skill damage for a short period when crashing into monsters.||||||몬스터와 충돌할 때 짧은 시간 동안 화염 스킬 피해가 증가합니다.||
subDescPyromancerPhoenixFlight05|Chance to unleash searing chains when flying through monsters.||||||몬스터를 통과할 때 불타는 사슬을 발동할 확률.||
subDescPyromancerPhoenixFlight06|Increases landing nova area of effect.||||||착지 시 발생하는 노바의 범위가 증가합니다.||
subDescPyromancerPhoenixFlight07|Deal additional fire damage to nearby monsters while phoenix flight is active.||||||피닉스 비행이 활성화된 동안 근처 몬스터에게 추가 화염 피해를 입힙니다.||
subDescPyromancerPhoenixFlight08|Chance on landing to unleash an additional nova.||||||착지 시 추가 노바를 발산할 확률.||
subDescPyromancerPhoenixFlight09|Increases damage reduction while phoenix flight is active.||||||불사조 비행이 활성화된 동안 피해 감소가 증가합니다.||
subDescPyromancerPhoenixFlight10|Taunt enemies you fly through.||||||적을 조롱하며 날아가세요.||
subDescPyromancerPhoenixFlight11|At the end of your flight you launch into the air unleashing multiple fire novas beneath you and then land and smash the ground stunning and dealing additional damage to nearby monsters.||||||비행이 끝나면 공중으로 날아올라 아래에 여러 개의 화염 폭발을 일으키고 착지하여 땅을 내리쳐 주변의 몬스터를 기절시키고 추가 피해를 입힙니다.||
subDescPyromancerPhoenixFlight12|Plant a seed of fulmination on monsters you fly through that explodes after a short delay.||||||몬스터를 통과할 때 짧은 지연 후 폭발하는 씨앗을 심으세요.||
subDescPyromancerPhoenixFlight13|When flying you rapidly shoot searing bolts behind you in a cone.||||||비행 중에는 뒤쪽으로 뜨거운 볼트를 빠르게 발사합니다.||
subDescPyromancerPhoenixFlight14|Flight distance is now short. Upon landing you knock back all monsters around scorching the land below them dealing fire damage and stunning them.||||||비행 거리가 짧아졌습니다. 착륙 시 주변 모든 몬스터를 밀어내며 땅을 불태워 화염 피해를 입히고 기절시킵니다.||
|||||||||
subPyromancerInfernoSlash01|Infernal Reach||||||지옥의 손길||
subPyromancerInfernoSlash02|Scattering Flame||||||흩어지는 불꽃||
subPyromancerInfernoSlash03|Molten Ground||||||용암 지대||
subPyromancerInfernoSlash04|Piercing Flame||||||관통하는 불꽃||
subPyromancerInfernoSlash05|Stacked Burn||||||중첩된 화상||
subPyromancerInfernoSlash06|Scorching Slash||||||불타는 베기||
subPyromancerInfernoSlash07|Nerve Damage||||||신경 손상||
subPyromancerInfernoSlash08|Accelerated Fumes||||||가속된 연기||
subPyromancerInfernoSlash09|Igniting Wind||||||바람 점화||
subPyromancerInfernoSlash10|Third Degree Burns||||||3도 화상||
subPyromancerInfernoSlash11|Infernal Cleave||||||지옥의 베기||
subPyromancerInfernoSlash12|Searing Fork||||||불타는 포크||
subPyromancerInfernoSlash13|Fearful Flames||||||||
subPyromancerInfernoSlash14|Flies of Agony||||||고통의 파리||
subDescPyromancerInfernoSlash01|Increases the attack range of inferno slash.||||||인페르노 슬래시의 공격 범위가 증가합니다.||
subDescPyromancerInfernoSlash02|Increases attack rating when using inferno slash.||||||인페르노 슬래시 사용 시 공격력이 증가합니다.||
subDescPyromancerInfernoSlash03|Chance on striking to set the ground on fire.||||||공격 시 땅에 불을 붙일 확률이 있습니다.||
subDescPyromancerInfernoSlash04|Inflicts fire break on hit.||||||명중 시 화염 파괴를 입힙니다.||
subDescPyromancerInfernoSlash05|Chance on hit to gain a stacking fire skill damage buff.||||||타격 시 화염 스킬 피해 버프가 중첩될 확률.||
subDescPyromancerInfernoSlash06|Increases the damage dealt by inferno slash.||||||인페르노 슬래시의 피해량이 증가합니다.||
subDescPyromancerInfernoSlash07|Chance to stun on hit.||||||명중 시 기절 확률.||
subDescPyromancerInfernoSlash08|Chance on attack to gain increased attack speed.||||||공격 시 일정 확률로 공격 속도가 증가합니다.||
subDescPyromancerInfernoSlash09|Chance on attack to perform an additional attack.||||||공격 시 추가 공격을 할 확률이 있습니다.||
subDescPyromancerInfernoSlash10|Increases damage dealt to burning targets.||||||불타는 대상에게 가하는 피해 증가.||
subDescPyromancerInfernoSlash11|Inferno slash is now a 360 degree area of effect attack.||||||인페르노 슬래시는 이제 360도 범위 공격입니다.||
subDescPyromancerInfernoSlash12|Inferno slash sends multiple smaller waves that split on the first hit.||||||지옥의 슬래시는 첫 번째 타격에서 분열되는 여러 작은 파동을 보냅니다.||
subDescPyromancerInfernoSlash13|Inferno slash now knocks back monsters inflicting Burning and dealing increased Damage.||||||인페르노 슬래시가 이제 몬스터를 밀쳐내고 화상을 입히며 더 많은 피해를 줍니다.||
subDescPyromancerInfernoSlash14|Inferno slash now sends burning fireflies towards monsters on hit.||||||인페르노 슬래시는 이제 명중 시 몬스터에게 불타는 반딧불이를 보냅니다.||
|||||||||
subPyromancerBreathOfFire01|Expanding Heat||||||열기 확장||
subPyromancerBreathOfFire02|Burning Haze||||||불타는 안개||
subPyromancerBreathOfFire03|Heat Combustion||||||열 연소||
subPyromancerBreathOfFire04|Double Breeze||||||더블 브리즈||
subPyromancerBreathOfFire05|Scorching Exhale||||||불타는 숨결||
subPyromancerBreathOfFire06|Burning Lungs||||||타오르는 폐||
subPyromancerBreathOfFire07|Collateral Ignition||||||부수적 발화||
subPyromancerBreathOfFire08|Burst of Heat||||||열기의 폭발||
subPyromancerBreathOfFire09|Breaking Point||||||브레이킹 포인트||
subPyromancerBreathOfFire10|Reverse Hypthermia||||||역저체온증||
subPyromancerBreathOfFire11|Hydra´s Breeze||||||히드라의 산들바람||
subPyromancerBreathOfFire12|Chain of Fire||||||불의 사슬||
subPyromancerBreathOfFire13|Scorching Hellflame||||||불타는 지옥불||
subPyromancerBreathOfFire14|Molten Orb||||||용암 구체||
subDescPyromancerBreathOfFire01|Increases the size of breath of fire.||||||화염의 숨결 크기가 증가합니다.||
subDescPyromancerBreathOfFire02|Increases the damage dealt by breath of fire.||||||화염 숨결로 입히는 피해량이 증가합니다.||
subDescPyromancerBreathOfFire03|Chance on hit to unleash burning fragments from the target dealing damage to other nearby targets.||||||타격 시 대상에서 불타는 파편이 방출되어 주변의 다른 대상에게 피해를 입힙니다.||
subDescPyromancerBreathOfFire04|Chance on cast to unleash an additional breath of fire.||||||시전 시 추가적인 불길을 내뿜을 확률이 있습니다.||
subDescPyromancerBreathOfFire05|Increased the length of breath of fire.||||||화염의 길이가 증가했습니다.||
subDescPyromancerBreathOfFire06|Inflicts burning on hit.||||||적중 시 화상을 입힙니다.||
subDescPyromancerBreathOfFire07|Chance on hit to spread burning to monsters around the target.||||||명중 시 대상 주변의 몬스터에게 화상을 확산시킬 확률이 있습니다.||
subDescPyromancerBreathOfFire08|Chance on hit to unleash a small fire nova if target is burning.||||||타격 시 대상이 불타고 있으면 작은 화염 폭발을 일으킬 확률이 있습니다.||
subDescPyromancerBreathOfFire09|Chance to inflict fire break on burning targets.||||||불타는 대상에게 화염 차단을 가할 확률.||
subDescPyromancerBreathOfFire10|Increases damage dealt to burning targets.||||||불타는 대상에게 가하는 피해가 증가합니다.||
subDescPyromancerBreathOfFire11|Unleash additional breaths in an arc.||||||추가 숨결을 호 모양으로 발산합니다.||
subDescPyromancerBreathOfFire12|Breath of fire now chains multiple times.||||||불꽃 숨결이 이제 여러 번 연쇄됩니다.||
subDescPyromancerBreathOfFire13|Breath of fire now applies stacks of Hellflame which will unleash a fiery pulse of area of effect damage when reaching max stacks.||||||지옥불의 숨결이 이제 헬플레임 스택을 적용하여 최대 스택에 도달하면 넓은 범위에 화염 피해를 방출합니다.||
subDescPyromancerBreathOfFire14|Breath of fire now summons a molten orb traveling forwards breathing fire towards the closest target.||||||화염의 숨결이 이제 가장 가까운 목표를 향해 불을 뿜는 용암 구체를 소환합니다.||
|||||||||
subPyromancerFireball01|Multicast||||||멀티캐스트||
subPyromancerFireball02|Ignition Radius||||||점화 반경||
subPyromancerFireball03|Inferno Ball||||||인페르노 볼||
subPyromancerFireball04|Gas Fumes||||||가스 증기||
subPyromancerFireball05|Searing Speed||||||불타는 속도||
subPyromancerFireball06|Paralyzing Impact||||||마비 충격||
subPyromancerFireball07|Soulburn||||||영혼 소각||
subPyromancerFireball08|Critical Burn||||||치명적인 연소||
subPyromancerFireball09|Mark of Doom||||||파멸의 징표||
subPyromancerFireball10|Burn baby burn!||||||타올라라, 타오르라!||
subPyromancerFireball11|Splitfire||||||스플릿파이어||
subPyromancerFireball12|Path of Destruction||||||파괴의 길||
subPyromancerFireball13|Orbital Fire||||||궤도 화염||
subPyromancerFireball14|Fireflies!||||||반딧불이!||
subDescPyromancerFireball01|Chance on cast to unleash an additional fireball.||||||주문 시 추가 파이어볼 발사 확률.||
subDescPyromancerFireball02|Increases the area of effect radius of fireball.||||||화염구의 효과 범위를 증가시킵니다.||
subDescPyromancerFireball03|Increases the damage dealt by fireball.||||||화염구로 입히는 피해량이 증가합니다.||
subDescPyromancerFireball04|Chance to inflict burning on hit.||||||명중 시 불태우기 확률.||
subDescPyromancerFireball05|Increases the projectile speed and cast rate of fireball.||||||화염구의 발사 속도와 시전 속도를 증가시킵니다.||
subDescPyromancerFireball06|Chance on hit to knockback monsters dealing increased damage.||||||타격 시 몬스터를 넉백시키며 추가 피해를 줍니다.||
subDescPyromancerFireball07|Inflicts fire break on hit.||||||명중 시 화염 파괴를 입힙니다.||
subDescPyromancerFireball08|Chance on hit to deal double damage.||||||공격 시 두 배의 피해를 입힐 확률.||
subDescPyromancerFireball09|Chance on hit to rain down flaming meteors from the sky.||||||공격 시 하늘에서 불타는 유성이 내릴 확률이 있습니다.||
subDescPyromancerFireball10|Increases damage dealt to burning targets.||||||불타는 대상에게 가하는 피해 증가.||
subDescPyromancerFireball11|Fireball now splits to multiple smaller fireballs on hit.||||||화염구가 적중 시 여러 개의 작은 화염구로 분열됩니다.||
subDescPyromancerFireball12|Fireball now has piercing and leaves a trail of fire on its’ path.||||||화염구가 이제 관통하며 지나가는 길에 불길을 남깁니다.||
subDescPyromancerFireball13|Fireball casts now orbit around you for a short period.||||||파이어볼이 잠시 동안 당신 주위를 맴돕니다.||
subDescPyromancerFireball14|Chance on spellhit to spawn a firefly around you that seek out nearby targets exploding into a fireball.||||||주문 적중 시 불파리가 소환되어 주변 목표를 찾아 폭발하는 파이어볼을 생성합니다.||
