[enemies]|en|fi|pt|ru|zh|ja|ko|de|fr
e_meviusBall_3|Chain of Mevius||Correntes de Mevius|Цепь Мевиуса|||메비우스의 사슬||Chaîne de Mevius
e_wanderingSoul_3|Wandering Soul||Alma Errante|Блуждающая Душа|||방황하는 영혼||Âme errante
|||||||||
|||||||||
[special_enemies]|||||||||
e_commander_albert_3|Commander Albert||Comandante Albert|Коммандер Альберт|||사령관 알버트||Commandant Albert
e_forgemaster_3|Forge Master||Mestre da Forja|Мастер Кузницы|||대장장이 장인||Maître de forge
e_archWizardAntero_3|Arch Wizard Antero||Arquimago Antero|Верховный Волшебник Антеро|||대마법사 안테로||Sorcier suprême Antero
e_huginn_3|Huginn||Huginn|Обнимаю|||||Hugin
e_muninn_3|Muninn||Muninn|Мунинн|||||Munin
e_forsakenHarvester_3|Forsaken Harvester||Colhedor Caído||||버려진 수확자||
e_colossalPumpkin_3|Colossal Pumpkin||Abóbora Colossal||||거대한 호박||
e_undeadMiner_3|Undead Miner||Mineiro Morto-vivo||||언데드 광부||
e_nugget_3|Nugget||Nugget||||||
e_amShaegar_3|Amshaegar||Amshaegar||||||
e_damienChain_3|Soul Chain||Corrente da Alma||||영혼 사슬||
e_yoshiMiyamoto_3|Yoshi Miyamoto||Yoshi Miyamoto||||Yoshi Miyamoto||
|||||||||
[quest enemies]|||||||||
e_scorchwood_3|Scorchwood||Madeira Chamuscada|Выжженное Дерево|||불타는 나무||Bois brûlé
e_fragrat_3|Fragrat||Fragrat|Ароматизатор|||||Fragrat
e_evil_pumpkin_1|Malformed Pumpkin||Abóbora Malformada|Уродливая Тыква|||||Citrouille difforme
e_evil_pumpkin_2|Malformed Pumpkin||Abóbora Malformada|Уродливая Тыква|||||Citrouille difforme
e_evil_pumpkin_3|Malformed Pumpkin||Abóbora Malformada|Уродливая Тыква|||||Citrouille difforme
e_collector_of_bones_3|Collector of Bones||Colecionador de Ossos|Собиратель костей|||뼈 수집가||Collectionneur d'os
e_crusher_3|Crusher||Esmagador|Дробилка|||분쇄기||Écraseur
e_trasher_3|Trasher||Debulhador|Трэшер|||트래셔||Broyeur
e_kingTuna_3|King Tuna||Rei Atum|Королевский Тунец|||킹 튜나||Roi Thon
e_carnage_3|Carnage||Carnificina|Кровавая бойня|||대학살||Carnage
e_questSquishy_3|Squishy the Delicious||Squishy, o Delicioso||||맛있는 스퀴시||
e_questXor_3|Xor||Xor||||||
e_questNjal_3|Njal||Njal||||||
|||||||||
[unique_enemies]|||||||||
lord_cliffer|Lord Cliffer|Lordi Cliffer|Senhor Cliffer|Лорд Клиффер|克利夫勋爵|クリファー卿|로드 클리퍼|Lord Klipper|Seigneur Cliffer
mega_rat|Mega Rat|Megarotta|Mega Rato|Мега-Крыса|巨型鼠|メガドブネズミ|거대 쥐|Megaratte|Méga rat
shadow_lantern|Shadow Lantern|Varjolyhty|Lanterna das Sombras|Теневой Фонарь|影子灯笼|シャドーランタン|그림자 등불|Schattenlaterne|Lanterne d'ombre
valkyrie|Corrupted Valkyrie|Korruptoitunut Valkyrie|Valquíria Corrompida|Испорченная Валькирия|Corrupted Valkyrie|Corrupted Valkyrie|타락한 발키리|Corrupted Valkyrie|Valkyrie corrompue
e_krampus_1|Satan Klaus|Satan Klaus|Satan Klaus|Satan Klaus|Satan Klaus|Satan Klaus||Satan Klaus|Pire Noël
unique_odinhuginn|Huginn|Huginn|Huginn|Обнимаю|Huginn|Huginn|Huginn|Huginn|Hugin
unique_odinMuninn|Muninn|Muninn|Muninn|Мунинн|Muninn|Muninn|Muninn|Muninn|Munin
odin_pillar_enemy|Corrupted Beacon|Corrupted Beacon|Sinalizador Corrompido|Поврежденный Маяк|Corrupted Beacon|Corrupted Beacon||Corrupted Beacon|Balise corrompue
enraged_odin|Enraged Odin|Enraged Odin|Odin Enfurecido|Разгневанный Один|Enraged Odin|Enraged Odin|분노한 오딘|Enraged Odin|Odin enragé
unique_squishyTheDelicious|Squishy the Delicious|Squishy the Delicious|Squishy, o Delicioso|Мягкий и Вкусный|Squishy the Delicious|Squishy the Delicious|맛있는 스퀴시|Squishy the Delicious|Squishy le délicieux
odin_skeleton|Skeleton Guardian|Skeleton Guardian|Guardião Esqueleto|Скелет - Страж|Skeleton Guardian|Skeleton Guardian|해골 수호자|Skeleton Guardian|Gardien Squelette
|||||||||
|||||||||
[Common spells]|||||||||
spell_arrow_volley|Arrow Volley|Nuolisarja|Voleio de Flechas|Залп Стрел|箭齐射|アローボレー|화살표 발리|Pfeilsalve|Volée de flèches
spell_blood_surge|Blood Surge|Veriaalto|Surto de Sangue|Прилив крови|热血澎湃|ブラッドサージ|혈액 서지|Blutschwall|Vague de sang
spell_bonerang|Bonerang|Luurangi|Ossorangue|Костяной язык|骨自食其果|骨ブーメラン|뼈 부메랑|Knochen Bumerang|Os'rang
spell_bullet_hell|Bullet Hell|Luotihelvetti|Inferno de Balas|Адская пуля|子弹地狱|弾丸地獄|총알 지옥|Kugel Hölle|Enfer de balles
spell_charge|Charge|Rynnäkkö|Arrancada|Заряжать|突击|暴行|폭행|Angriff|Charge
spell_dash|Dash|Syöksy|Avanço|Тире|跳水|飛び込み|돌진|Stürzen|Renversement
spell_death_coil|Death Coil|Kuolema Kela|Espiral da Morte|Смертельная Катушка|死亡缠绕|死コイル|죽음 코일|Tod Spule|Bobine de la mort
spell_double_bonerang|Double Bonerang|Tuplaluurangi|Ossorangue Duplo|Двойной Костяной Стержень|双骨自食其果|ダブル骨ブーメラン|더블 뼈 부메랑|Doppel Knochen Bumerang|Double Os'rang
spell_flames_of_agony|Flames of Agony|Tuskan Liekit|Chamas da Agonia|Пламя агонии|痛苦的火焰|苦しみの炎|고통의 불길|Flammen der Qual|Flammes de l'agonie
spell_glacial_nova|Glacial Nova|Hyinen Nova|Nova Glacial|Ледниковая Нова|冰川新星|氷河の新星|빙하 노바|Gletscher Nova|Nova glaciale
spell_hammer_smash|Hammer Smash|Vasarajysäys|Golpe de Martelo|Удар Молотка|粉碎锤|ハンマースマッシュ|망치 스매시|Hammer zerschlagen|Coup de marteau
spell_haunting|Haunting|Kummittelu|Assombrar|Преследующий|令人难以忘怀|忘れられません|유령|Spuk|Hantise
spell_judgement|Judgement|Tuomio|Juízo|Суждение|判断|判定|심판|Beurteilung|Jugement
spell_meteor_strike|Meteor Strike|Meteori-isku|Chuva de Meteoros|Удар метеорита|流星罢工|流星のストライキ|유성 파업|Meteoriteneinschlag|Frappe du météore
spell_nether_bolts|Nether Bolts|Manalan Nuolet|Disparos Inferiores|Нижние Болты|幽冥螺栓|地獄のボルト|지옥 볼트|Nether Bolzen|Traits du Néant
spell_pounce|Pounce|Syöksy|Atacar|Наброситься|猛扑|急襲|급습|Zuschlagen|Rebond
spell_shockwave|Shockwave|Paineaalto|Onda de Choque|Ударная волна|激波|衝撃波|충격파|Druckwelle|Onde de choc
spell_shoot|Shoot|Laukaus|Disparo|Стрелять|射击|ショット|사격|Schuss|Tir
spell_spider_webs|Spider Webs|Hämähäkin verkot|Teias de Aranha|Паутина|蜘蛛网|クモの巣|거미줄|Spinnennetze|Toiles d'araignée
spell_spike_balls|Spike Balls|Piikkipallot|Bolas Espinhentas|Шипастые Шарики|秒杀球|スパイクボール|스파이크 공|Spike Bälle|Boules d'épines
spell_spit|Spit|Sylkäisy|Cuspir|Плюнуть|吐|串|침|Spucke|Cracher
spell_stomp|Stomp|Tallonta|Pisar|Топать|重踏|ストンプ|스톰프|Stampfen|Pilonnage
spell_molten_explosion|Molten Explosion|Sula Räjähdys|Explosão Fundida|Взрыв расплавленного вещества|熔融爆炸|溶融爆発|용융 폭발|Geschmolzene Explosion|Explosion en fusion
spell_soul_eruption|Soul Eruption|Sielupurkaus|Erupção da Alma|Извержение души|灵魂爆发|魂の噴火|영혼의 분화|Seele Eruption|Éruption de l'âme
spell_soul_pillar|Soul Pillar||||||||
spell_decay|Decay|Lahoaminen|Decair|Распад|腐烂|腐る|부패|Zerfallen|Décrépitude
[Unique spells]|||||||||
spell_abomination_1|Burp|Röyhtäisy|Arrotar|Отрыжка|饱嗝儿|げっぷ|트림하다|Rülpsen|Blurp
spell_akrea_0|Lightning Scissors|Salamasakset|Tesoura Relâmpago|Ножницы -Молнии|闪电剪刀|雷はさみ|번개 가위|Blitz Schere|Ciseaux fulgurants
spell_akrea_1|Lightning Twister|Salamapyörremyrsky|Tornado Relâmpago|Молниеносный Смерч|快速旋流分离器|フラッシュサイクロン|플래시 사이클론|Blitz twister|Tornade de foudre
spell_akrea_2|Lightning Ambush|Salamaväijytys|Emboscada Relâmpago|Молниеносная Засада|闪电伏击|雷待ち伏せ|번개 매복|Blitzüberfall|Embuscade foudroyante
spell_ball_0|Grasp|Kouraisu|Aperto|Схватывание|把握|把握|파악|Griff|Saisie
spell_beketamun_0|Sand Tornado|Hiekkatornado|Tornado de Areia|Песчаный Торнадо|沙龙卷风|砂の竜巻|모래 토네이도|Sandtornado|Tornade de sable
spell_beketamun_1|Sandstorm|Hiekkamyrsky|Tempestade de Areia|Песчаная Буря|沙暴|砂嵐|모래 폭풍|Sandsturm|Tempête de sable
spell_beketamun_2|Tombstone|Hautakivi|Lápide|Надгробная плита|墓碑|墓石|묘비|Grabstein|Pierre tombale
spell_beketamun_3|Ra's Wrath|Ran Raivo|Ira de Ra|Гнев Ра|镭的愤怒|ラーの怒り|라스 분노|Ra Zorn|Colère de Râ
spell_bride_1|Haunt|Kummittelu|Assombrar|Преследовать|出没|たまり場|나타나다|Verfolgen|Chasse
spell_burning_legion_0|Fire Volley|Liekkisarja|Voleio de Fogo|Огневой залп|火齐射|火ボレー|화재 발리|Feuersalve|Volée de feu
spell_casket_horror_0|Subconscious Screams|Alitajuiset Huudot|Gritos Subconscientes|Подсознательные Крики|潜意识里的尖叫声|潜在意識悲鳴|잠재 의식 비명|Unbewussten Schreit|Cris inconscients
spell_cave_slime_0|Dig|Kaivautuminen|Cavar|Копать|挖|掘る|파기|Graben|Creuser
spell_colossal_anomaly_0|Siblings|Sisarukset|Irmãos|Братья и сестры|兄弟姐妹|兄弟|형제 자매|Geschwister|Frères et sœurs
spell_colossal_anomaly_1|Laser Grid|Laaseriverkko|Grade de Laser|Лазерная решетка|激光网|レーザーグリッド|레이저 그리드|Lasergitter|Grille laser
spell_cube_0|Chomp|Ahminta|Mastigar|Чавкать|暴食|飽食|대식|Völlerei|Gloutonnerie
spell_dahzul_0|Spiky Ball|Piikikäs Pallo|Bola de Espinhos|Колючий Шар|刺球|先端のとがったボール|뾰족한 볼|Stacheligen Kugel|Boule à pointes
spell_dahzul_1|Explosive Balls|Räjähtävät Pallot|Bolas Explosivas|Взрывоопасные Шарики|爆炸球|爆発的なボール|폭발 공|Explosive Kugeln|Boules explosives
spell_dahzul_2|Flies|Kärpäset|Moscas|Мухи|苍蝇|ハエ|파리|Fliegen|Mouches
spell_dahzul_3|Spiky Spin|Piikikäs Pyörähdys|Giro Espinhento|Колючий Спин|高低不平旋|先端のとがったスピン|뾰족한 스핀|Stachelig Spin|Rotation épineuse
spell_damien_1|Detach Head|Pää Irti|Desanexar Cabeça|Отсоединить головку|分离头|デタッチヘッド|분리 헤드|Kopf Abnehmen|Décapitation
spell_damien_head_1|Blink|Välähdys|Avanço|Моргнуть|眨|点滅|못 본 체하다|Blinken|Clignotement
spell_damien_head_2|Black Hole|Musta Aukko|Buraco Negro|Черная Дыра|黑洞|ブラックホール|블랙홀|Schwarzes Loch|Trou noir
spell_demon_god_0|Pure Destruction|Puhdas Tuho|Destruição Pura|Чистое Разрушение|纯粹的破坏|純粋な破壊|순수한 파괴|Reine Zerstörung|Destruction pure
spell_demon_god_1|Pool of Filth|Saastan Allas|Piscina de Sujeira|Лужа грязи|污物池|汚物のプール|오물의 풀|Pool von Unrat|Bassin d'immondices
spell_desert_beast_0|Stone Fall|Kiviputous|Caída de Pedra|Падение камня|秋石|石の秋|돌 가을|Steinschlag|Chute de pierres
spell_desert_skeleton_0|Hook|Koukku|Gancho|Крюк|钩|針|훅|Haken|Crochet
spell_dragon_whelp_0|Fireball|Tulipallo|Bola de Fogo|Огненный Шар|火球|火の玉|화구|Feuerkugel|Boule de feu
spell_dust_feeder_0|Tentacle|Lonkero|Tentáculo|Щупальце|触手|触手|촉수|Tentakel|Tentacule
spell_earth_elemental_0|Earth's Wrath|Maan Raivo|Ira da Terra|Гнев Земли|地球的愤怒|地球の怒り|지구 분노|Zorn der Erde|Colère de la terre
spell_ent_boss_0|Entangling Roots|Sotkeutuvat Juuret|Raízes Emaranhantes|Запутывающие Корни|纠缠根须|交絡ルーツ|휘감는 뿌리|Wurzeln Verwickeln|Racines enchevêtrées
spell_ent_boss_1|Bee Swarm|Ampiaisparvi|Enxame de Abelhas|Пчелиный Рой|蜂群|蜂の群れ|꿀벌 떼|Bienenschwarm|Essaim d'abeilles
spell_ent_boss_2|Poison Shrooms|Myrkkysienet|Cogumelos Venenosos|Ядовитые Грибы|毒蘑菇|毒キノコ|독 버섯|Giftpilze|Champignons vénéneux
spell_ent_boss_3|Roots|Juuret|Raízes|Корни|根|ルーツ|뿌리|Wurzeln|Racines
spell_eye_1|Laser Beams|Lasersäteet|Raios Laser|Лазерные лучи|激光束|レーザービーム|레이저 빔|Laserstrahlen|Faisceaux laser
spell_eye_2|Spiral|Spiraali|Espiral|Спираль|螺旋|螺旋|나선|Spiral|Spirale
spell_flesh_plant_0|Slingshot|Ritsa|Estilingue|Рогатка|弹弓|パチンコ|고무총|Schleuder|Fronde
spell_flesh_plant_add_0|Homing Shot|Itseohjautuva Laukaus|Tiro Teleguiado|Самонаводящийся Выстрел|归巢拍|ホーミングショット|유도 샷|Homing Schuss|Tir de précision
spell_flesh_plant_add_1|Flesh Sprout|Lihaverso|Broto de Carne|Ростки Мякоти|肉芽|肉の芽|육체의 새싹|Fleisch Sprießen|Germe de chair
spell_frost_dragon_0|Frostbolts|Pakkasnuolet|Tiros Gelados|Ледяные молнии|霜螺栓|霜ボルト|서리 볼트|Frostbolzen|Eclats de givre
spell_frost_skeleton_0|Whirlwind|Pyörremyrsky|Redemoinho|Вихрь|旋风|旋風|선풍|Wirbelwind|Tourbillon
spell_fungus_monster_0|Toxic Spread|Myrkyn Levitys|Propagação Tóxica|Токсичное Распространение|毒性蔓延|毒性スプレッド|독성 확산|Toxische Verbreitung|Propagation toxique
spell_gaben_0|Steam Sale|Steam-ale|Promoção da Steam|Продажа Steam|蒸汽销售|スチーム販売|스팀 판매|Dampf-Verkauf|Promo Steam
spell_gabriel_0|Swift Death|Äkkikuolema|Morte Rápida|Быстрая Смерть|速死|迅速な死|신속한 죽음|Schneller Tod|Mort rapide
spell_gabriel_1|Total Annihilation|Totaalinen Tuho|Total Aniquilação|Полное Уничтожение|横扫千军|合計消滅|총 소멸|Totale Vernichtung|Anéantissement total
spell_gabriel_2|Soul Prison||Prisão das Almas|Тюрьма для Души|||영혼의 감옥||Prison d'âme
spell_gargorath_1|Flame Split|Liekkilohkaisu|Chama Dividida|Раскол Пламени|火焰分裂|難スプリット|화염 분할|Flammenspaltung|Division de la flamme
spell_gargorath_2|Fire Trap|Liekkiansa|Armadilha de Fogo|Огненная Ловушка|火焰陷阱|フレームトラップ|화염 함정|Flammenfalle|Piège de feu
spell_gargorath_3|Flamescythe|Liekkiviikate|Foice de Fogo|Огненный Шар|火焰镰刀|炎の鎌|불꽃 낫|Flammensense|Faux de flamme
spell_garguth_0|Acid Apocalypse|Hapokas Maailmanloppu|Apocalipse Ácido|Кислотный Апокалипсис|酸启示|酸黙示録|산 종말|Saure Apokalypse|Apocalypse acide
spell_garguth_1|Crisscross|Ristiin Rastiin|Cruzado|Крест - накрест|交错|十文字|십자|Kreuz und Quer|Sillonner
spell_gnarler_0|Carve|Veisto|Esculpir|Вырезать|雕刻|彫ります|새기다|Schnitzen|Sculpter
spell_goblin_0|Poison Mushroom|Myrkkysieni|Cogumelo Venenoso|Ядовитый Гриб|毒蘑菇|毒キノコ|독 버섯|Giftpilz|Champignon vénéneux
spell_goblin_bomber_0|Bomb Throw|Pomminheitto|Arremesso de Bomba|Бросок бомбы|投掷炸弹|爆弾投げ|폭탄 던져|Bombenwurf|Lancer de bombe
spell_goblin_bomber_1|Bombardment|Pommitus|Bombardeio|Бомбардировка|轰击|砲撃|충격|Bombardierung|Bombardement
spell_green_slime_0|Acid Spit|Happosylkäisy|Cuspe Ácido|Кислотный Плевок|吐酸|酸串|산 침|Säure Spucken|Crachat acide
spell_gurag_0|Earthen Fury|Maan Raivo|Fúria Terrestre|Земная Ярость|土愤怒|土の怒り|흙 분노|Irdene Wut|Fureur terrestre
spell_gurag_1|Avalanche|Lumivyöry|Avalanche|Лавина|雪崩|雪崩|눈사태|Lawine|Avalanche
spell_gurag_2|Totems|Toteemit|Totens|Тотемы|图腾|トーテム|토템|Totems|Totems
spell_gurag_3|Grow|Kasvu|Crescer|Расти|增长|育ちます|성장|Wachsen|Croissance
spell_gurag_minion_0|Seek Master|Hakeudu Mestariin|Procurar Mestre|Ищи Мастера|求高手|マスターを求めます|마스터를 추구|Suchen Meister|Maître chercheur
spell_hayro_0|Fire Pulse|Liekkipulssi|Pulso de Fogo|Огненный Импульс|火脉冲|発射パルス|화재 펄스|Feuerpuls|Impulsion de feu
spell_hayro_1|Flame Pillars|Liekkipilarit|Pilares de Fogo|Столбы Пламени|火焰支柱|炎の柱|화염 기둥|Flammen Pfeilern|Piliers de flammes
spell_hayro_2|Flame Charge|Liekkirynnäkkö|Arrancada de Fogo|Огненный заряд|火焰充|炎料|불꽃 충전|Flammenladung|Charge de flammes
spell_hayro_3|Soar|Liito|Planar|Парить|翱翔|舞い上がります|날기|Steigen|Montée
spell_headless_butler_0|Cursed Hand|Kirottu Käsi|Mão Maldita|Проклятая Рука|被诅咒的手|呪われた手|저주받은 손|Verfluchte Hand|Main maudite
spell_hell_beast_0|Brimstone|Tulikivi|Enxofre|Серный камень|硫磺|ブリムストーン|유황|Schwefel|Soufre
spell_hollow_stump_0|Forest Wrath|Metsän Raivo|Ira da Floresta|Лесной Гнев|森林之怒|森林怒り|숲의 분노|Wald Zorn|Colère de la forêt
spell_hololo_0|Suck|Imu|Sucção|Сосать|吸力|サクション|흡입관|Saugwirkung|Aspiration
spell_horror_0|Spirit Circle|Henkikehä|Círculo Espiritual|Круг Духов|精神圈|精神円|영 원|Geist Kreis|Cercle des esprits
spell_ice_elemental_0|Tundra Spikes|Tundrapiikit|Espetos da Tundra|Шипы Тундры|苔原尖峰|ツンドラスパイク|툰드라 스파이크|Tundra-Spikes|Pointes de toundra
spell_ice_elemental_1|Ice Ball|Jääpallo|Bola de Gelo|Ледяной Шар|冰球|アイスボール|얼음 공|Eiskugel|Boule de glace
spell_igor_2|Ice Shards|Jääsirpaleet|Fragmentos de Gelo|Осколки льда|冰碎片|氷の破片|얼음 파편|Eissplitter|Éclats de glace
spell_igor_3|Freeze Power|Pakkasmahti|Poder de Congelamento|Мощность замораживания|冻结动力|凍結パワー|동결 전원|Gefrierleistung|Pouvoir de gel
spell_illuminated_stone_0|Arcane Orbs|Mystiset Ympyrät|Orbes Arcanos|Тайные Сферы|神秘宝珠|難解なオーブ|비밀의 오브|Arkanen Kugeln|Orbes arcaniques
spell_james_0|Cursed Hands|Kirotut Kädet|Mãos Malditas|Проклятые Руки|被诅咒的手|呪われた手|저주받은 손|Verfluchte Hände|Mains maudites
spell_jormungar_0|Impaling Spikes|Seivästävät Piikit|Espetos|Пронзающие Шипы|尖刺刺穿|スパイクを突き刺します|스파이크를 찌르는|Spieße Aufspießen|Pointes d'empalement
spell_kalcifer_1|Nether Rain|Manalan Sade|Chuva Inferior|Подземный Дождь|幽冥的雨|地獄の雨|지옥의 비|Regen von Nether|Pluie du Néant
spell_kalcifer_2|Pentagrams|Pentagrammit|Pentagramas|Пентаграммы|五角星|五芒星|망성|Pentagramme|Pentagrammes
spell_kalcifer_3|Portals|Portaalit|Portais|Порталы|门户|ポータル|포털|Portale|Portails
spell_karp_king_0|Balls of Doom|Tuhopallero|Bolas da Ruína|Шары судьбы|厄运的球|運命のボール|운명의 공|Kugeln des Schicksals|Boules de la destinée
spell_karp_king_1|Mega Beam|Megasäde|Mega Feixe|Мега-Луч|巨型梁|メガビーム|메가 빔|Mega Strahl|Méga-faisceau
spell_karp_king_2|Zen Pools|Zen-lammet|Piscinas Zen|Дзен - бассейны|禅宗池|禅プール|선 수영장|Zen-Pools|Bassin zen
spell_kaw_0|Splash|Roiske|Respingo|Всплеск|溅|スプラッシュ|튀김|Spritzen|Éclaboussures
spell_kaw_2|Fish Swarm|Kalaparvi|Enxame de Peixes|Рыбий Рой|鱼群|魚の群れ|물고기 떼|Fischschwarm|Essaim de poissons
spell_kayako_0|Spin|Pyörähdys|Rodopiar|Вращение|纺|スピン|회전|Rotieren|Rotation
spell_kayako_1|Copy|Kopio|Copiar|Копировать|复制|コピー|부|Kopieren|Copie
spell_kayako_2|Explosion|Räjähdys|Explosão|Взрыв|爆炸|爆発|폭발|Explosion|Explosion
spell_kayo_1|Skull Trap|Kalloansa|Armadilha de Crânios|Ловушка для Черепа|骷髅陷阱|頭蓋骨トラップ|두개골 트랩|Schädel Falle|Piège à crâne
spell_kayo_2|Skull Ambush|Kalloväijytys|Emboscada de Crânios|Засада с Черепом|骷髅伏击|頭蓋骨の待ち伏せ|두개골 매복|Schädel Hinterhalt|Embuscade de crâne
spell_khorga_0|Meat Hook|Lihakoukku|Gancho de Carne|Мясной Крючок|肉钩|肉用フック|고기 후크|Fleischhaken|Crochet à viande
spell_khorga_2|Horn|Sarvi|Chifre|Рог|喇叭|ホーン|뿔|Horn|Corne
spell_king_steve_0|Stick Hook|Tikkukoukku|Gancho de Pau|Палочный Крючок|粘钩|スティックフック|스틱 후크|Stockhaken|Crochet-bâton
spell_king_steve_1|Super Horny|Superkiima|Super Excitado|Супер Возбужденный|超级角质|スーパー角質|슈퍼 흥분|Saugeilen|Super excité
spell_king_steve_2|Big Fart|Iso Pieru|Grande Peido|Большой Пердун|大屁|大きなおなら|큰 방귀|Großer Furz|Gros pet
spell_kungo_0|Earthquake|Maanjäristys|Terremoto|Землетрясение|地震|地震|지진|Erdbeben|Tremblement de terre
spell_kungo_1|Ball Form|Pallomuoto|Forma de Bola|Форма шара|球形式|ボール形|볼 형태|Kugelform|Forme de balle
spell_kungo_2|Earth Spikes|Maapiikit|Espetos de Terra|Шипы Земли|接地钉|地球スパイク|지구 스파이크|Erdspießen|Pointes de terre
spell_levitating_horror_0|Soul Bolt|Sielunuoli|Disparo de Almas|Болт Души|灵魂螺栓|魂のボルト|영혼 볼트|Seele Schraube|L'éclair d'âme
spell_levitating_horror_1|Soul Storm|Sielumyrsky|Tempestade de Almas|Буря в Душе|灵魂风暴|魂の嵐|영혼의 폭풍|Seele Sturm|Tempête d'âme
spell_mask_0|Devouring Charge|Ahmaisurynnäkkö|Carga Devoradora|Всепожирающий Заряд|吞食费|電荷をむさぼり食います|요금을 삼키려는 듯|Verschlingt Ladung|Charge dévorante
spell_mevius_0|Nightmare Dimension||Dimensão do Pesadelo||||||
spell_mevius_1|Forces of Void||Forças do Vazio||||공허의 세력||
spell_mevius_2|Wall of Agony||Parede de Agonia||||고통의 벽||
spell_mevius_3|Unimmune|Epäimmuuni|Imune|Неиммунный|非免疫|非免疫|비 면역|Nicht-Immun|Non immunisé
spell_monk_0|Jump Kick|Hyppypotku|Voadora|Прыжок Ударом ноги|跳踢|ジャンプキック|점프 킥|Sprungtritt|Coup de pied sauté
spell_mummy_0|Grave Digger|Haudankaivaja|Coveiro|Могильщик|掘墓人|グレイヴ・ディガー|무덤 파는 인부|Grabräuber|Fossoyeur
spell_mummy_anubis_0|Chain Lightning|Ketjusalama|Cadeia de Raios|Цепная Молния|闪电链|チェインライトニング|연쇄 번개|Kettenblitz|Chaîne d'éclairs
spell_nightmare_ooze_0|Transform|Muuntautuminen|Transformar|Трансформировать|转变|変換|변환|Verwandeln|Transformation
spell_nightmare_priest_0|Blood Ritual|Verirituaali|Ritual de Sangue|Ритуал Крови|血仪式|血の儀式|혈액 의식|Blutritual|Rituel de sang
spell_parasectoid_1|Red Ball of Doom|Punainen Tuhopallero|Bola Vermelha da Ruína|Красный шар судьбы|厄运的红球|運命の赤いボール|운명의 빨간 공|Rote Kugel des Schicksals|Boule rouge du destin
spell_parasectoid_2|Spawn|Kutsuminen|Convocar|Порождение|召唤|召喚|소환|Beschwörung|Incantation
spell_parasectoid_3|Blobs|Pallerot|Bolhas|Капли|斑点|しみ|모양|Klecks|Blobs
spell_parasectoid_4|Remember Remember|Muista Muista|Lembrar Lembrar|Помни , помни|切记切记|覚えて覚えています|기억 기억|Denken Sie Daran Erinnern|Souvenez-vous de ça
spell_piranha_0|Shadow Step|Varjoaskel|Passo das Sombras|Шаг Тени|暗影步|シャドウステップ|그림자 단계|Schattenschritt|Pas de l'ombre
spell_pogocho_0|Ricochet|Kimmoke|Ricochetear|Рикошет|跳弹|はねます|스쳐 날다|Abprallen|Rebond
spell_pogocho_1|Split|Jakautuminen|Divisão|Расколотый|师|除算|분할|Abteilung|Fente
spell_pogocho_2|Hunger|Nälänhimo|Fome|Голод|饥饿|飢え|굶주림|Hunger|Faim
spell_pontus_0|Acid Spray|Happoroiske|Spray Ácido|Кислотный Спрей|酸喷|酸スプレー|산 스프레이|Säurespray|Vaporisation acide
spell_prison_guard_0|Pull|Kiskaisu|Puxar|Тянуть|拉|引く|손잡이|Ziehen|Tirer
spell_propeller_0|Time Out|Aikalisä|Sem Tempo|Тайм-аут|超时|タイムアウト|타임 아웃|Auszeit|Temps mort
spell_rift_skeleton_0|Illusion|Illuusio|Ilusão|Иллюзия|错觉|幻想|환각|Illusion|Illusion
spell_sand_wasp_0|Sting|Pisto|Picada|Жало|刺|刺します|찌르기|Stachel|Piqûre
spell_satan_0|Spawn Minions|Kätyreiden Kutsu|Convocar Lacaios|Порождать Миньонов|召唤爪牙|召喚手下|소환 부하|Beschwörung Günstlinge|Invocation de minions
spell_satan_1|Lava Storm|Laavamyrsky|Tempestade de Lava|Лавовый Шторм|熔岩风暴|溶岩の嵐|용암 폭풍|Lava Sturm|Tempête de lave
spell_satan_2|Wall of Agony|Tuskan muuri|Parede de Agonia|Стена Агонии|痛苦之墙|苦悶の壁|고통의 벽|Mauer der Qual|Mur d'agonie
spell_satan_hand_0|Rise|Kohoaminen|Ascender|Вставать|上升|上がり|오르기|Erhebt Euch|Levez-vous
spell_shade_0|Nightmare Head|Painajaispää|Cabeça do Pesadelo|Кошмарная Голова|噩梦团长|悪夢の頭|악몽의 머리|Kopf des Alptraums|Tête de cauchemar
spell_shadow_anomaly_0|Bat Swarm|Lepakkoparvi|Enxame de Morcegos|Рой летучих мышей|蝙蝠群|コウモリの群れ|박쥐 떼|Schlägerschwarm|Essaim de chauve-souris
spell_shadow_lantern_0|Heal|Parannus|Curar|Исцелять|愈合|癒します|고치다|Heilen|Guérison
spell_sir_jonathan_0|Arrow Rampage|Nuolirieha|Alvoroço de Flechas|Неистовство Стрел|箭头横冲直撞|矢印大暴れ|화살표 미쳐|Pfeil Amoklauf|Barrage de flèches
spell_sir_jonathan_1|Darkness|Pimeys|Escuridão|Тьма|黑暗|闇|어둠|Dunkelheit|Ténèbres
spell_sir_jonathan_2|Split Arrow|Jakonuoli|Flecha Dividida|Разделенная Стрелка|分裂箭|分割矢印|분할 화살표|Pfeil teilen|Flèche de séparation
spell_sir_jonathan_3|Bomb Arrows|Pomminuolet|Flechas Explosivas|Бомбовые Стрелы|弹箭|爆弾矢|폭탄 화살표|Bombenpfeile|Flèches de bombardement
