[npc]|en|fi|pt|ru|zh|ja|ko|de|fr
tristan_quip_1|A splendid day isn't it?||Um dia esplêndido, não é?|Великолепный день, не правда ли?|||멋진 날이죠, 그렇지 않나요?||Une journée magnifique, n'est-ce pas ?
tristan_quip_2|I'd kill for a cup of Tee right now!||Eu mataria por uma xícara de chá agora!|Я бы убил за чашечку Чая прямо сейчас!|||지금 차 한 잔을 위해서라면 뭐든지 할 거야!||Je tuerais pour une tasse de thé à cet instant !
tristan_quip_3|What are you looking for Sir?||O que está procurando, senhor?|Что вы ищете, сэр?|||무엇을 찾고 계십니까, 나리?||Recherchez-vous quelque chose ?
tristan_quip_4|Damn I really need to polish my monocle..||Droga, eu realmente preciso polir meu monóculo.|Черт, мне действительно нужно почистить свой монокль..|||젠장, 정말 단안을 닦아야겠어..||Sacrebleu, il faudrait vraiment que je polisse mon monocle...
tristan_quip_5|Oof...||Oof...|Уф...|||||Plaît-il ?
|||||||||
portal_eternal_battlefield|Are you sure you want to enter Eternal Battlefield for||Tem certeza de que deseja entrar no Campo de Batalha Eterno por|Вы уверены, что хотите вступить в Eternal Battlefield для|||영원한 전장에 입장하시겠습니까?||Êtes-vous sûr de vouloir entrer dans le Champ de bataille éternel pour
ruby_entrance|As the guardian of Ruby Gardens, I grant passage to those who have proven their worth by finding a rare [c_red]Ruby Key[c_reset] usually held by treasure gobblers. Do you wish to enter?|Haluaisitko astua rubiinipuutarhaan?|Como guardião dos Jardins de Rubi, concedo passagem àqueles que provaram seu valor ao encontrar uma rara [c_red]Ruby Key[c_reset] , geralmente guardada por caçadores de tesouro. Você deseja entrar?|Как хранитель Рубиновых садов, я предоставляю проход тем, кто доказал свою ценность, найдя редкий Рубиновый ключ [c_red] [c_reset], обычно хранящийся у пожирателей сокровищ. Вы хотите войти?|你想进入红宝石花园吗?|ルビーガーデンに入りますか？|루비 정원에 들어갈래요?|Würdest du gern die Rubingärten betreten?|En tant que gardien des [c_aqua]Jardins de rubis[c_reset], j'accorde le passage à ceux qui ont prouvé leur chance en trouvant une rare [c_yellow]Clé de rubis[c_reset] habituellement détenue par des gobelins au trésor. Voulez-vous entrer ?
open_ruby|Open Ruby Gardens|Avaa rubiinipuutarha|Abrir Jardins de Rubi|Открытые Рубиновые Сады|打开红宝石花园|ルビーガーデンズを開ける|루비 정원 열기|Öffne Rubingärten|Ouvrir les Jardins de rubis
asheen|We need to use the Dimensional Shards to open this gate and kill the demon inside...|Meidän täytyy käyttää ulottuvuussirpaleita avataksemme tämän portin ja kukistaa siellä lymyilevä demoni...|Precisamos usar os Fragmentos Dimensionais para abrir esse portão e matar o demônio que está dentro...|Нам нужно использовать Осколки Измерений, чтобы открыть эти врата и убить демона внутри...|我们需要用维度碎片打开这扇门， 杀死里面的恶魔。。。|次元の破片を使ってこのゲートを開き、 中の悪魔を倒す必要が。。。|이 문을 열려면 차원의 파편을 사용해서 안의 악마를 죽여야 해요...|Wir müssen die Dimensionalen Splitter nutzen, um dieses Tor zu öffnen und den Dämon dahinter zu töten...|Nous devons utiliser les [c_yellow]Eclats dimensionnels[c_reset] pour ouvrir ce portail et tuer le démon à l'intérieur...
open_shadow|Open the Portal for (40) Shards|Avaa portaali (40) sirpaleella|Abra o Portal por (40) Fragmentos|Откройте Портал для (40) Осколков|为(40)个碎片打开门户|破片 (40) でポータルを開く|(40)개의 파편을 위해 포털 열기|Öffne das Portal für (40) Splitter.|Ouvrir le portail pour (40) Eclats
veras|Whaddaya buyin'?|Mitä olet ostamassa?|Cê vai comprar o que?|Что ты покупаешь?|你在买什么？|何を買っていますか？|뭐 사니?|Was kaufst du?|Qu'est-ce que vous achetez ?
traveling_merchant_dialog|Take a look at my wares!|Vilkaisehan tuotteitani!|Dê uma olhada em meus produtos!|Взгляните на мой товар!|||제 물건을 구경해보세요!||Jetez un coup d'oeil à mes marchandises !
kukkonen_grimbone|I've heard tales of your exploits in Valhalla. Legend says, there is a mighty beast in the deepest depths of Niflhel, with scythes as hands as large as a man. They would make a mighty fine trophy... I'll offer a round of my best moonshine for everyone in town if I could get my hands on those scythes!||Ouvi história de suas façanhas em Valhalla. A lenda diz que há uma fera poderosa nas profundezas de Niflhel, com foices e mãos do tamanho de um homem. Elas dariam um belo troféu... Eu ofereceria uma rodada do meu melhor moonshine para todos da cidade se conseguisse colocar as mãos naquelas foices!|Я слышал рассказы о твоих подвигах в Валгалле. Легенда гласит, что в самых глубоких глубинах Нифльхеля обитает могучий зверь с косами в виде рук размером с человека. Из них получился бы отличный трофей... Я бы предложил всем в городе по кружечке моего лучшего самогона, если бы эти косы попали мне в руки!|||발할라에서의 당신의 업적에 대한 이야기를 들었어요. 전설에 따르면, 니플헬의 가장 깊은 곳에는 손이 사람만큼 큰 낫을 가진 강력한 야수가 있다고 해요. 그것들은 훌륭한 트로피가 될 거예요... 그 낫을 손에 넣을 수 있다면 마을 사람들 모두에게 제 최고의 밀주를 한 잔씩 돌리겠어요!||J'ai entendu parler de vos exploits au Valhalla. La légende dit qu'il y a une bête puissante dans les profondeurs de [c_aqua]Niflhel[c_reset], avec des faux et des mains aussi grandes qu'un homme. Elles feraient un très beau trophée... Si je pouvais mettre la main sur ces [c_yellow]faux[c_reset], j'offrirais une tournée de ma meilleure gnôle à tous les habitants de la ville !
kukkonen_grimbone_buff|Wow, would you look at those scythes! Here's your moonshine, as promised!||Uau, olhem só para essas foices! Aqui está seu moonshine, como prometido!|Ух ты, ты бы посмотрел на эти косы! Вот твой самогон, как и обещал!|||와, 저 낫 좀 봐! 약속한 대로 여기 당신의 문샤인이야!||Wow, regardez-moi ces faux ! Voici votre gnôle, comme promis !
|||||||||
chaos_tower_master_1|Welcome Adventurer, the tower awaits those who are bold enough to enter.|Tervetuloa Seikkailija, torni odottaa niitä jotka ovat tarpeeksi rohkeita astumaan sisään.|Bem-vindo Aventureiro, a torre aguarda aqueles que tiverem coragem de entrar.|Добро пожаловать, Искатель приключений, башня ждет тех, кто достаточно смел, чтобы войти.|欢迎冒险家，塔楼等待着那些大胆进入的人们。|ようこそ冒険家、塔は入るのに十分大胆な人々を待っています。|모험가 님을 환영합니다. 탑은 들어갈만큼 대담한 사람들을 기다리고 있습니다.|Willkommen Abenteurer, der Turm erwartet diejenigen, die mutig genug sind, um einzutreten.|Bienvenue Aventurier, la tour attend ceux qui ont l'audace d'y entrer.
chaos_tower_master_2|The tower is a graveyard for some, but a treasure trove for others.|Torni on viimeinen leposija joillekkin, mutta aarreaitta toisille.|A torre é um cemitério para alguns, mas um tesouro para outros.|Башня - кладбище для одних, но сокровищница для других.|该塔是某些人的墓地，而另一些则是宝库。|塔は一部の人にとっては墓地ですが、他の人にとっては宝の山です。|탑은 일부에게는 묘지이지만 다른 사람들에게는 보물 창고입니다.|Der Turm ist für einige ein Friedhof, für andere eine Schatzkammer.|La tour est un cimetière pour certains, mais un trésor pour d'autres.
chaos_tower_master_3|I'll stay back and guard the entrance, you go ahead...|Minä jään tänne vartioimaan sisäänkäyntiä, mene sinä vain...|Vou ficar para trás e vigiar a entrada, vá em frente...|Я останусь сзади и буду охранять вход, ты иди вперед...|我会留下来守卫入口，你继续...|私は戻って入り口を守ります、あなたは先に進みます...|내가 뒤로 물러서서 입구를 지키 겠어.|Ich werde zurückbleiben und den Eingang bewachen, du machst weiter...|Je reste à l'arrière pour garder l'entrée, allez-y...
chaos_tower_open|Let me in!|Päästä minut sisään!|Me deixe entrar!|Впусти меня!|让我进去！|入れてくれ！|나를 들여 보내줘!|Lass mich rein!|Laissez-moi entrer !
chaos_towers_completed|Chaos Towers completed:|Kaaos Tornit suoritettu:|Torres do Caos concluídas:|Башни Хаоса завершены:|混沌塔竣工：|カオスタワーが完成しました：|카오스 타워 완료 :|Chaostürme fertiggestellt:|Tours du chaos terminées :
chaos_tower_reward|Claim reward.|Lunasta palkkio.|Reivindicar recompensa.|Требуйте вознаграждения.|索取奖励。|報酬を請求します。|보상을 요청하십시오.|Belohnung beanspruchen.|Réclamez votre récompense.
chaos_tower_prompt|Would you like to claim your reward and reset your progress?|Haluatko lunastaa palkkiosi ja nollata etenemisen?|Você gostaria de reivindicar sua recompensa e reiniciar seu progresso?|Хотели бы вы получить свою награду и восстановить свой прогресс?|您想领取奖励并重设进度吗？|報酬を受け取り、進捗状況をリセットしますか？|보상을 요청하고 진행 상황을 재설정 하시겠습니까?|Möchten Sie Ihre Belohnung einfordern und Ihren Fortschritt zurücksetzen?|Voulez-vous réclamer votre récompense et réinitialiser votre progression ?
chaos_tower_no_reward|Here you g- Wait, you haven't cleared enough towers. Get out of here!||Aqui est- Espere, você não limpou torres suficientes. Saia daqui!||||여기 있- 잠깐, 아직 충분한 탑을 클리어하지 않았어. 여기서 나가!||
chaos_tower_opened_1|Take the stairs straight ahead.|Mene ylös portaista suoraan edessäsi.|Suba as escadas logo à frente.||||계단을 따라 곧장 가세요.||
chaos_tower_opened_2|The way is open.|Tie on avoin.|O caminho está aberto.|Путь открыт.|方式是开放的。|道は開いています。|길이 열려 있습니다.|Der Weg ist offen.|La voie est libre.
chaos_tower_opened_3|Are you stupid?|Oletko idiootti?|Você é burro?|Ты что, дурак?|你很笨吗|バカじゃないの？|너 바 보니?|Bist du dumm?|Vous êtes stupide ?
|||||||||
ct_penguin_1|Oh, you found me! Wait, I can TALK!?|Löysit minut! Hetkinen, osaan PUHUA!?|Oh, você me encontrou! Espere, eu posso FALAR !?|О, ты нашел меня! Подожди, я могу говорить!?|哦，你找到我了！等一下，我可以说！|ああ、あなたは私を見つけました！待って、話せる！？|오, 나를 찾았군요! 잠깐, 말할 수 있어요!?|Oh, du hast mich gefunden! Warten Sie, ich kann sprechen!?|Oh, tu m'as trouvé ! Attendez, je peux PARLER ! ?
ct_penguin_2|I must collect pebbles, I have no time for chit-chat!|Minun pitää kerätä pikkukiviä, ei ole aikaa juoruilla!|Preciso coletar pedrinhas, não tenho tempo para conversa fiada!|Я должен собирать камешки, у меня нет времени на болтовню!|我必须收集鹅卵石，我没有时间闲聊！|私は小石を集めなければなりません、私はおしゃべりする時間がありません！|나는 자갈을 모아야한다, 나는 잡담을 할 시간이 없다!|Ich muss Kiesel sammeln, ich habe keine Zeit zum Plaudern!|Je dois ramasser des cailloux, je n'ai pas le temps de bavarder !
ct_penguin_3|Kraah||Kraah||||||
ct_penguin_4|Rrrrreeeeee||Rrrrreeeeee||||||
ct_penguin_5|RRRreee Kraaaah||RRRreee Kraaaah||||||
ct_penguin_6|Cacaaaaaaa||Cacaaaaaaa||||||
|||||||||
ct_um_dying_1|This... Place... Is unholy... Cursed... Find Kuk... konen...|Tämä... Paikka... On epäpyhä... Kirottu... Etsi Kuk... konen...|Este... lugar... é profano... amaldiçoado... encontre Kuk... konen...|Это... Место... Нечестиво... Проклято... Найди Кук... конена...|这个...地方...是邪恶的...被诅咒...找到库科宁...|これ...場所...不潔...呪われている...クッコネンを探す...|이... 장소... 거룩하지 않다... 저주를 받음... 국 코넨 찾기...|Dieser... Ort... ist unheilig... verflucht... Finde Kukkonen...|Ce... endroit... est impie... Maudit... Trouvez [c_lime]Kuk[c_reset]... [c_lime]konen[c_reset]...
