Unnamed: 0|en|fi|pt|ru|zh|ja|ko|de|fr
talent_name_trickShot|Trickshot||Trickshot|Меткий выстрел|特技射击|トリックショット|트릭샷|Trickschuss|Tir astucieux
talent_name_vault|Vault||Salto|Сейф|跳跃|ボールト|볼트|Sprung|Voltige
talent_name_multishot|Multishot|Moniampuminen|Tiro Múltiplo|Мультивыстрел|多重射击|マルチショット|멀티샷|Mehrfachschuss|Tir multiple
talent_name_arrowRampage|Arrow Rampage|Nuoliryntäys|Voracidade de Flechas|Стрела Буйство|箭矢横冲直撞|アローランペイジ|애로우 램페이지|Pfeilwüter|Tir de suppression
talent_name_arrowRain|Arrow Rain|Nuolisade|Chuva de Flechas|Стрела Дождь|箭雨|アローレイン|애로우 레인|Pfeilregen|Pluie de flèches
talent_name_homingMissile|Homing Missile||Míssil Teleguiado|Самонаводящийся снаряд|自导导弹|ホーミングミサイル|호밍 미사일|Zielsuchende Rakete|Missile à tête chercheuse
talent_name_agility|Agility|Ketteryys|Agilidade|Ловкость|敏捷|敏捷性|민첩성|Agilität|Agilité
talent_name_criticalAccuracy|Critical Accuracy||Precisão Crítica|Критическая точность|致命一击|クリティカルアキュラシー|치명적 정확도|Kritische Genauigkeit|Visée
talent_name_volatileShot|Volatile Shot|Tuhoammus|Tiro Volátil|Неустойчивый выстрел|爆炸射击|揮発性ショット|휘발성 샷|Explosiver Schuss|Tir puissant
talent_name_fragGrenade|Frag Grenade||Granada de Fragmentação|Кассетная бомба|破片手榴弹|フラググレネード|파편 수류탄|Splittergranate|Bombe à fragmentation
talent_name_arrowTurret|Arrow Turret||Torreta de Flechas|Стрелковая турель|箭炮塔|アロータレット|애로우 포탑|Pfeilturm|Tourelle à flèches
talent_name_landMine|Landmine|Maamiina|Mina Terrestre|Наземная мина|地雷|地雷|지뢰|Landmine|Mine terrestre
talent_name_beacon|B.E.A.C.O.N.||B.E.A.C.O.N|МАЯК|信标|B.E.A.C.O.N.|비콘|B.E.A.C.O.N.|B.A.L.I.S.E
talent_name_masterMechanic|Master Mechanic|Mestarimekaanikko|Mestre Mecânico|Главный механик|机械大师|マスターメカニック|마스터 메카닉|Meistermechaniker|Génie mécanique
talent_name_turretMastery|Turret Mastery||Maestria de Torreta|Мастерство турелей|炮塔精通|タレットマスタリー|포탑 마스터리|Turmbeherrschung|Maîtrise des tourelles
talent_name_cannonTurret|Cannon Turret||Torreta de Canhão|Пушечная турель|大炮炮塔|キャノンタレット|캐넌 포탑|Kanonenturm|Tourelle canon
talent_name_rocketTurret|Rocket Turret||Torreta de Foguetes|Ракетная турель|火箭炮塔|ロケットタレット|로켓 포탑|Raketenturm|Tourelle à roquettes
talent_name_gunnerDrone|Gunner Drone||Drone Atirador|Дрон-пулеметчик|机枪手无人机 |ガンナードローン |포수 드론 |Schützendrohne |Drone flingueur
|||||||||
talent_desc_trickShot|Shoot an arrow with increased attack rating that bounces from monster to monster dealing increased attack damage.||Com grande precisão, dispara uma flecha que salta de inimigo em inimigo causando Dano de Ataque aumentado, aumentando também a sua Velocidade de Ataque. As Flechas podem atingir o mesmo alvo múltiplas vezes.|С большой точностью стреляйте стрелой, которая отскакивает от врага к врагу, нанося меньше урона с каждым отскоком.|||몬스터 사이를 튕기며 증가된 공격력을 가진 화살을 쏘아 더 큰 공격 피해를 입히세요.||Avec une grande précision, tirez une flèche qui rebondit d'un ennemi à l'autre en infligeant moins de dégâts à chaque rebond.
talent_desc_vault|Vault in the direction aimed unleashing arrows towards nearby monsters dealing increased damage.||Salte na direção apontada, lançando flechas em inimigos próximos que causam Dano Físico.||||조준한 방향으로 도약하여 주변 몬스터에게 화살을 발사해 추가 피해를 입힙니다.||
talent_desc_multishot|Fire multiple arrows in an arc dealing increased damage.||||||여러 개의 화살을 활 모양으로 발사하여 증가된 피해를 입힙니다.||
talent_desc_arrowRampage|Unleash a swarm of arrows towards the direction aimed dealing arcane and physical damage.||Lança um enxame de flechas na direção apontada, causando Dano Arcano.|Выпустите рой стрел в указанном направлении, нанося урон от тайной магии.|||조준한 방향으로 화살을 쏘아 마법 및 물리 피해를 입힙니다.||Déclencher une nuée de flèches dans la direction visée.
talent_desc_arrowRain|Unleash a rain of arrows from the sky dealing increased damage.||Desencadeia uma chuva de flechas do céu, causando Dano Arcano.|Выпустите с неба дождь стрел, наносящих урон от тайной магии.|||하늘에서 화살 비를 쏟아부어 피해를 증가시킵니다.||Déclenchez une pluie de flèches depuis le ciel !
talent_desc_homingMissile|Launch a barrage of homing missiles which seeks down its target dealing area of effect arcane and physical damage.||Lança uma barragem de mísseis teleguiados que procura o seu alvo, causando Dano Arcano em área.|Запустите самонаводящуюся ракету, которая направляется к цели, нанося урон от тайной магии по площади.|||유도 미사일을 연속 발사하여 목표를 추적하고 범위 내에 비전 및 물리 피해를 입힙니다.||Lancez un missile à tête chercheuse qui s'abat sur sa cible en lui infligeant des dégâts de zone.
talent_desc_agility|Temporarily increases your movement speed and attack speed.||Aumenta temporariamente a sua Velocidade de Movimento e Velocidade de Ataque.|Временно увеличивает вашу скорость передвижения и скорость атаки.|||일시적으로 이동 속도와 공격 속도가 증가합니다.||Augmente temporairement votre vitesse de marche/course ainsi que votre vitesse d'attaque.
talent_desc_criticalAccuracy|Increases your attack rating and critical strike damage.||Aumenta a Taxa de Ataque, reduzindo a chance de errar os inimigos com seus ataques.|Повышает ваш рейтинг атаки, уменьшая ваш шанс промахнуться по врагам атакой.|||공격력과 치명타 피해를 증가시킵니다.||Augmente votre niveau d'attaque, ce qui réduit vos chances de rater vos ennemis avec vos attaques.
talent_desc_volatileShot|Fire a colossal arrow exploding on hit dealing area of effect damage.||||||거대한 화살을 발사하여 명중 시 폭발하며 범위 피해를 입힙니다.||
talent_desc_fragGrenade|Throw a frag grenade dealing area of effect arcane damage launching shrapnel around.||Arremessa uma granada de fragmentação causando Dano Arcano em Área, arremessando fragmentos a sua volta.||||파편 수류탄을 던져 주변에 파편을 발사하며 범위 내 적에게 비전 피해를 입힙니다.||
talent_desc_arrowTurret|Build an arrow turret that shoots arrows at the closest monster dealing arcane damage.||Constrói uma Torreta de Flechas que dispara flechas no inimigo mais próximo, causando Dano Arcano.|Постройте турель со стрелами, которая будет стрелять стрелами в ближайшего врага, наносящего урон от тайной магии.|||가장 가까운 몬스터에게 비전 피해를 입히는 화살 포탑을 건설하세요.||Construisez une tourelle à flèches qui tire automatiquement sur l'ennemi le plus proche.
talent_desc_landMine|Lay down a landmine at the target location exploding shortly after detecting a nearby monster dealing arcane damage.||||||목표 지점에 지뢰를 설치하여 근처에 있는 몬스터를 감지한 후 곧 폭발하여 비전 피해를 입힙니다.||
talent_desc_beacon|Build a beacon that increases nearby allies arcane skill damage and mana replenish.||Construa um sinalizador que aumenta o Dano de Habilidade Arcana e a Recuperação de Mana dos aliados próximos.|Постройте маяк, который увеличивает урон от тайных способностей ближайших союзников и восполнение маны.|||비콘을 건설하여 주변 아군의 비전 스킬 피해와 마나 회복을 증가시킵니다.||Construisez une balise qui augmente la vie et la restauration de mana des alliés proches.
talent_desc_masterMechanic|Temporarily increase the attack speed and arcane damage of all your turrets and drones!||Aumente temporariamente a Velocidade de Ataque e o Dano Arcano de todas as suas torretas e drones!|Временно увеличьте скорость атаки и урон от тайной магии всех ваших турелей и дронов!|||모든 포탑과 드론의 공격 속도와 비전 피해를 일시적으로 증가시킵니다!||Augmentez temporairement la vitesse d'attaque et les dégâts de toutes vos tourelles et drones existants !
talent_desc_turretMastery|Increase arcane damage and attack speed of all turrets and drones.||Aumenta o Dano Arcano e a Velocidade de Ataque de todas as torretas.|Увеличивает урон от тайной магии и скорость атаки всех турелей.|||모든 터렛과 드론의 비전 피해와 공격 속도를 증가시킵니다.||Augmente les dégâts et la vitesse d'attaque de toutes les tourelles.
talent_desc_cannonTurret|Build a cannon turret that launches cannonballs towards the nearest monster that explode into shrapnel, dealing area of effect arcane damage.||Constrói uma Torreta de Canhão que lança bolas de canhão na direção do inimigo mais próximo que explodem em estilhaços, causando Dano Arcano em área.|Постройте пушечную турель, которая запускает ядра в сторону ближайшего врага, нанося урон от тайной магии по площади.|||가장 가까운 몬스터를 향해 대포알을 발사하고 파편으로 폭발하여 범위 내 비전 피해를 입히는 대포 포탑을 건설하세요.||Construisez une tourelle canon qui qui tire automatiquement vers l'ennemi le plus proche en infligeant des dégâts de zone.
talent_desc_rocketTurret|Build a rocket turret that shoots rockets towards the nearest monster dealing area of effect arcane damage.||Constrói uma Torreta de Foguete que dispara foguetes contra o inimigo mais próximo, causando Dano Arcano em área.|Постройте ракетную турель, которая стреляет ракетами в сторону ближайшего врага, нанося урон от тайной магии по площади.|||가장 가까운 몬스터를 향해 로켓을 발사하여 범위 내 비전 피해를 입히는 로켓 포탑을 건설하세요.||Construisez une tourelle à roquettes qui tire automatiquement vers l'ennemi le plus proche en infligeant des dégâts de zone.
